name,amenity,healthcare,speciality,addr:full,addr:city,latitude,longitude,capacity
Klinik Pergigian Rakyat,other,dentist,general,Unknown,Unknown,3.1640836,101.7027071,0.0
Klinik Halim Dan Surgeri,clinic,clinic,general,Unknown,Unknown,3.1640394,101.7027081,0.0
Klinik Pergigian S.P.,other,dentist,general,Unknown,Unknown,5.6408598,100.4873047,0.0
Klinik Desa,clinic,clinic,general,Unknown,Unknown,2.1579704,102.7807223,0.0
Farmasi Acme,pharmacy,pharmacy,general,Unknown,Unknown,3.7643233,100.9832831,0.0
Farmasi Perdana,pharmacy,,general,Unknown,Lahad Datu,5.0272681,118.2929572,0.0
Klinik Soon,clinic,,general,Unknown,Unknown,1.4866563,103.6633466,0.0
Uptown dental surgery,other,,general,Unknown,Unknown,3.1369242,101.6235296,0.0
Complete Wellness Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.805785,103.3254687,0.0
Lik Sheng Dental Co.,other,dentist,general,Unknown,Miri,4.4054505,114.0011327,0.0
He Xin Chinese Medical Treatment,other,alternative,traditional_chinese_medicine,Unknown,Miri,4.3944598,113.987921,0.0
BIG Pharmacy,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.0827858,101.7056835,0.0
Lam's Chinese Physician,other,alternative,traditional_chinese_medicine,Unknown,Miri,4.4004491,113.9948603,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,3.256808,101.6568743,0.0
Cosway Farmasi,pharmacy,pharmacy,general,Unknown,Unknown,5.9903291,116.1071614,0.0
Klinik Wong Singh,clinic,clinic,general,Unknown,Unknown,3.3079886,101.5859095,0.0
Pusat Perubatan Tradisional Tulang Belakang Dr Spina,other,alternative,chiropractic,Unknown,Unknown,3.3099746,101.5828565,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.3224355,101.5766649,0.0
Poliklinik Keluarga,clinic,clinic,general,Unknown,Unknown,3.3221342,101.5768379,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,1.5487999,103.714204,0.0
Himosra,other,alternative,traditional_chinese_medicine,Unknown,Unknown,4.8572047,100.7298278,0.0
Poliklinik Leeson,clinic,clinic,general,Unknown,Shah Alam,3.1648086,101.5482535,0.0
Klinik Central 24JAM,clinic,clinic,general,Unknown,Johor Bahru,1.547333,103.7453457,0.0
Klinik Pergigian Euna Smile,other,dentist,general,Unknown,Unknown,4.1939087,101.2639153,0.0
Klinik Pergigian Shah,other,dentist,general,Unknown,Unknown,4.1973031,101.2589439,0.0
Yin Onn Medical Hall,pharmacy,pharmacy,general,Unknown,Tapah,4.1973161,101.2613399,0.0
Choon Chin Enterprise,pharmacy,pharmacy,general,Unknown,Unknown,4.1971228,101.2610631,0.0
Klinik Sentosa,clinic,clinic,general,Unknown,Tapah,4.1983349,101.261234,0.0
Brighton House,other,doctor,occupational;community,Unknown,Unknown,4.3737352,114.0013256,0.0
Farmasi AlPro,pharmacy,pharmacy,general,Unknown,Tapah,4.1957905,101.2632448,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,1.5526889,103.7980778,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,1.5530475,103.7972054,0.0
Klinik Dr. Low,clinic,clinic,general,Unknown,Unknown,3.2427407,101.6620117,0.0
Pristine Women Medical Centre,clinic,clinic,general,Unknown,Unknown,3.2389985,101.6501075,0.0
Caring Pharmacy,pharmacy,,general,Unknown,Unknown,1.5524014,103.7983406,0.0
AD Smile,other,dentist,general,Unknown,Unknown,3.1864248,101.5972088,0.0
Klinik Komuniti Danau Kota,clinic,clinic,general,Unknown,Unknown,3.1990958,101.7128926,0.0
Klinik TVS Medicare,clinic,clinic,general,Unknown,Unknown,3.2005292,101.7102845,0.0
Edge Clinic,clinic,clinic,plastic_surgery,Unknown,Unknown,3.1004519,101.6768204,0.0
Persatuan Dialisis Cahaya,clinic,dialysis,nephrology,Unknown,Kuching,1.5276654,110.3859302,0.0
Klinik Pergigian Jeya,other,dentist,general,Unknown,Kuala Lumpur,3.1301923,101.683569,0.0
Cardiac Vascular Sentral Kuala Lumpur,clinic,clinic,cardiology,Unknown,Unknown,3.133487,101.6848937,0.0
Farmasi Alpro,pharmacy,pharmacy,general,Unknown,Unknown,3.2005627,101.709736,0.0
Pathlab,other,laboratory,general,Unknown,Kuching,1.555302,110.3535575,0.0
Mei Yin Osteopathic Health Centre,other,alternative,osteopathy,Unknown,Kuching,1.5549367,110.3534548,0.0
Kang's Clinic,clinic,clinic,general,Unknown,Kuching,1.555359,110.3535816,0.0
Siraj Dental Surgery,other,dentist,general,Unknown,Unknown,3.1293013,101.6801105,0.0
Klinik Kesihatan Tanglin,clinic,clinic,general,Unknown,Kuala Lumpur,3.1448764,101.6908432,0.0
Klinik Temanku,clinic,clinic,general,Unknown,Unknown,3.4238057,101.6281633,0.0
Kedai Ubat Van Sen Foh,pharmacy,pharmacy,general,Unknown,Rasa,3.4964397,101.6330875,0.0
Caring,pharmacy,pharmacy,general,Unknown,Unknown,3.1096898,101.6220444,0.0
Klinik Salim,clinic,clinic,general,Unknown,Petaling Jaya,3.0828596,101.6373142,0.0
Bond-Mega Pharmacy Sdn. Bhd.,pharmacy,pharmacy,general,Unknown,Unknown,3.6814714,101.5205931,0.0
HTM Pharmacy,pharmacy,pharmacy,general,Unknown,Tanjung Malim,3.6809641,101.5198719,0.0
Klinik Komuniti,clinic,clinic,general,Unknown,Unknown,3.2517667,101.686391,0.0
Dhillon Medical Centre,clinic,clinic,general,Unknown,Unknown,3.3201567,101.5752313,0.0
Kelinik Kumar,other,doctor,general,Unknown,Rasa,3.4971078,101.6330331,0.0
Klinik Ar-Rijal,clinic,,general,Unknown,Unknown,5.3135092,103.1394533,0.0
Pusat Rawatan Dialisis Islah,other,,general,Unknown,Unknown,5.8020702,102.5674688,0.0
Farmasi Alpro,pharmacy,,general,Unknown,Unknown,2.7240051,101.96273,0.0
Klinik Pakar Kulit Wan Ghazali,clinic,,dermatology,Unknown,Unknown,6.1312311,102.2389039,0.0
Klinik Joycelyn Lim,clinic,,general,Unknown,Unknown,1.559821,103.7737984,0.0
Pusat Fisioterapi JB Physio Therapy,clinic,,general,Unknown,Unknown,1.5580922,103.7885023,0.0
Klinik K-Health,clinic,,general,Unknown,Unknown,1.5552595,103.7900318,0.0
Klinik Sia & Partners,clinic,,general,Unknown,Unknown,1.561671,103.779659,0.0
Klinik Pergigian Chong & Khor (Austin),other,,general,Unknown,Unknown,1.5622414,103.7783783,0.0
Klinik MediSpring Family Polyclinic,clinic,,general,Unknown,Unknown,1.5624472,103.778794,0.0
Pulau Perhentian Clinic,clinic,clinic,general,Unknown,Unknown,5.8965527,102.729139,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,1.4591883,103.7683436,0.0
Poliklinik Seri Permai,clinic,clinic,general,Unknown,Unknown,3.0742928,101.5619127,0.0
Klinik Seri Indah,clinic,clinic,general,Unknown,Unknown,3.2354448,101.6983262,0.0
Poliklinik Samudra,clinic,clinic,general,Unknown,Unknown,3.2354391,101.6977365,0.0
Klinik K.J Lim,clinic,clinic,general,Unknown,Unknown,3.2388905,101.7002584,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.2382692,101.7006534,0.0
Farmasi Sihat,pharmacy,pharmacy,general,Unknown,Unknown,1.896301,102.7630908,0.0
Quin Optometry,other,optometrist,general,Unknown,Sepang,2.8214015,101.6947967,0.0
Klinik Ibu & Anak Dengkil,clinic,clinic,general,Unknown,Unknown,2.8593146,101.6818113,0.0
Klinik Kesihatan Dengkil,clinic,clinic,general,Unknown,Unknown,2.8598503,101.681792,0.0
Klinik Lingam,clinic,clinic,general,Unknown,Dengkil,2.856593,101.6805083,0.0
Kelinik Rakyat & Surgeri,clinic,clinic,general,Unknown,Dengkil,2.8576323,101.6801727,0.0
Raman's Family Clinic,clinic,clinic,general,Unknown,Kota Warisan,2.8251362,101.7049232,0.0
Dentabay,other,dentist,general,Unknown,Kota Warisan,2.8247469,101.7048958,0.0
JU Eye Wear,other,optometrist,general,Unknown,Kota Warisan,2.8247354,101.705521,0.0
Fuziah,clinic,clinic,general,Unknown,Kota Warisan,2.8246704,101.7070311,0.0
Klinik Utama,clinic,clinic,general,Unknown,Unknown,3.0050705,101.3982033,0.0
Klinik Pergigian Bestari,other,dentist,general,Unknown,Unknown,3.2410722,101.4327725,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,1.5599966,103.780518,0.0
Klinik Pakar Matar Vista Eye Specialist,clinic,clinic,ophthalmology,Unknown,Unknown,1.5559915,103.782775,0.0
Poliklinik Insaf Murni,clinic,clinic,general,Unknown,Unknown,3.1634742,101.7059556,0.0
Primer Cherang Clinic,clinic,clinic,general,Unknown,Ampang,3.1572504,101.7474301,0.0
Klinik Lana Serdang,clinic,clinic,general,Unknown,Unknown,3.0408522,101.7073897,0.0
Cellora Clinic,clinic,clinic,general,Unknown,Unknown,3.0428201,101.7065186,0.0
Health Lane,pharmacy,pharmacy,general,Unknown,Unknown,3.0939329,101.7000745,0.0
Klinik dan Surgeri Mano,clinic,clinic,general,Unknown,Unknown,3.0609966,101.7092819,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.0625025,101.7103899,0.0
Klinik 1Malaysia Raya Permai,clinic,clinic,general,Unknown,Unknown,3.0616688,101.7048057,0.0
Klinik Kesihatan Sungai Besi,clinic,clinic,general,Unknown,Unknown,3.0623555,101.7111747,0.0
Klinik Pertama,clinic,clinic,general,Unknown,Kuala Lumpur,3.0629425,101.7100315,0.0
Friends' Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0645701,101.7111568,0.0
Farmasi Ikhwan,pharmacy,pharmacy,general,Unknown,Unknown,4.5729718,101.1340663,0.0
Farmasi Alpro,pharmacy,pharmacy,general,Unknown,Unknown,4.4926771,103.440941,0.0
Pusat Dialisis Perkeso,clinic,dialysis,nephrology,Unknown,Unknown,3.1671104,101.7132227,0.0
Klinik Dr Leela Ratos dan Rakan - Rakan,clinic,clinic,general,Unknown,Unknown,3.1327435,101.7149381,0.0
Klinik Pakar Perbidanan Tebrau,clinic,,general,Unknown,Unknown,1.5558487,103.782867,0.0
Farmasi New Life,pharmacy,,general,Unknown,Unknown,1.5460127,103.7884782,0.0
Penjual Dan Pembekal Alatan Perubatan Dan Keshihatan Medic Store,pharmacy,,general,Unknown,Unknown,1.5462493,103.7881757,0.0
Klinik Union Medic,clinic,,general,Unknown,Unknown,1.5592237,103.7728288,0.0
Farmasi SK,pharmacy,,general,Unknown,Unknown,1.5593551,103.773032,0.0
Klinik Family Health,clinic,,general,Unknown,Unknown,1.5621201,103.7769373,0.0
Pusat Rawatan Tradisional Cina Loh Kong Jin,clinic,,general,Unknown,Unknown,1.5522941,103.7916988,0.0
Kedai Peralatan Kesihatan JM Healthcare,clinic,,general,Unknown,Unknown,1.5518718,103.7919147,0.0
Klinik Pergigian Sunwag,other,,general,Unknown,Unknown,1.5595756,103.7807259,0.0
Klinik Pergigian Sunny Smile,other,,general,Unknown,Unknown,1.5598223,103.7806106,0.0
Pusat Tabib China Dan Perubatan TCM Ren Yee,pharmacy,,general,Unknown,Unknown,1.5610583,103.7799702,0.0
Klinik Yap,clinic,,general,Unknown,Unknown,1.5612273,103.7798937,0.0
Farmasi My,pharmacy,,general,Unknown,Unknown,1.5613379,103.7798414,0.0
Klinik Austin,clinic,,general,Unknown,Unknown,1.5650976,103.7772122,0.0
Farmasi AM.PM,pharmacy,,general,Unknown,Unknown,1.5646411,103.7774459,0.0
Klinik Kanak-Kanak Kidz Kare,clinic,,general,Unknown,Unknown,1.5563079,103.7826095,0.0
Pusat Rawatan Dan Akupunktur TKM,clinic,,general,Unknown,Unknown,1.5461641,103.7873758,0.0
Klinik Adham,clinic,,general,Unknown,Unknown,1.674053,103.8525206,0.0
Nadia Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1280381,101.6831179,0.0
Nadia,pharmacy,pharmacy,general,Unknown,Unknown,3.1278723,101.6832923,0.0
Klinik Nova,clinic,clinic,general,Unknown,Telok Panglima Garang,2.9493902,101.5267411,0.0
Klinik Melawati,clinic,clinic,general,Unknown,Unknown,3.3400943,101.2494862,0.0
HTM Pharmacy,pharmacy,pharmacy,general,Unknown,Bukit Mertajam,5.3498638,100.4578651,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,5.349619,100.4578167,0.0
杏福堂中医诊所,hospital,hospital,traditional_chinese_medicine;general;chiropractic;gynaecology;internal;paediatrics;osteopathy;dermatology;psychiatry;physiotherapy;covid19;hydrotherapy;acupuncture;surgery;body;systemic;rheumatology,Unknown,Batu Pahat,1.8420797,102.9491752,0.0
Klinik Pergigian Rina,other,dentist,general,Unknown,Unknown,1.5441526,103.7639798,0.0
SJAM-KPS Hemodialisis Kuala Selangor,other,yes,general,Unknown,Unknown,3.3423114,101.2488852,0.0
Klinik Pergigian Putra,other,dentist,general,Unknown,Unknown,3.3297608,101.2563545,0.0
AM PM Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.544425,103.7638146,0.0
Roy Wong Heart & Medical Specialist Clinic,clinic,clinic,cardiology;general,Unknown,Miri,4.3960952,113.9864992,0.0
KLINIK MEDIVIRON HUTAN MELINTANG,clinic,clinic,general,Unknown,Hutan Melintang,3.8969367,100.9390406,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,3.2095088,101.5641167,0.0
Klinik Medijay,clinic,clinic,general,Unknown,Unknown,3.2270316,101.5577061,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.4244352,101.1803546,0.0
Klinik Desa Sungai Sembilang,clinic,clinic,general,Unknown,Unknown,3.1921229,101.3151992,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,1.397149,103.6305487,0.0
Farmasi Cendana,pharmacy,,general,Unknown,Unknown,5.3146108,103.0796689,0.0
Farmasi Gpharmax,pharmacy,,general,Unknown,Unknown,5.3076383,103.1077181,0.0
Klinik Pergigian Cendana,other,,general,Unknown,Unknown,5.3146482,103.079693,0.0
Klinik Gigi Dr. Ahmad,other,,general,Unknown,Unknown,6.1309388,102.2360936,0.0
Klinik Safura,clinic,,general,Unknown,Unknown,2.7231169,101.9898552,0.0
Farmasi Ledang Health Pharmacy,pharmacy,,general,Unknown,Unknown,1.4090168,103.6209581,0.0
Kedai Ubat Yen Choon Chan,other,alternative,traditional_chinese_medicine,Unknown,Unknown,4.3252153,101.0554969,0.0
Klinik Kesihatan Tanjung Tualang,clinic,clinic,general,Unknown,Tanjung Tualang,4.3261447,101.0539053,0.0
CosmoGlam Clinic Kepong,clinic,clinic,general,Unknown,Unknown,3.2148396,101.6397491,0.0
Klinik Famili dan Surgeri Lim,clinic,clinic,general,Unknown,Unknown,3.2083067,101.6577614,0.0
Poliklinik Gomez Kepong,clinic,clinic,general,Unknown,Unknown,3.2135086,101.6529093,0.0
Klinik Thong,clinic,clinic,general,Unknown,Unknown,3.216937,101.6625467,0.0
Mediklinik & Surgeri Cheam,clinic,clinic,general,Unknown,Unknown,3.2102676,101.6592434,0.0
Poliklinik Dan Surgeri Yuli,clinic,clinic,general,Unknown,Unknown,3.1639548,101.7054982,0.0
Klinik Lokman,clinic,clinic,general,Unknown,Unknown,5.7376392,102.494796,0.0
Klinik SNH,clinic,clinic,general,Unknown,Unknown,3.2246631,101.6711941,0.0
Klinik Komuniti Kementerian Kesihatan,clinic,clinic,general,Unknown,Kuala Lumpur,3.2199632,101.6693724,0.0
Selayang Hospital Cataract Centre,clinic,clinic,general,Unknown,Unknown,3.2239931,101.6708749,0.0
Klinik Rawatan Dr. Mahmud,clinic,clinic,general,Unknown,Unknown,3.1628834,101.69737,0.0
Cozy T Dental Center 舒适T牙科中心 Myhighst,other,dentist,dentist,Unknown,Seremban,2.6913125,101.9885205,0.0
PPV Universiti Malaya,other,vaccination_centre,vaccination,Unknown,Kuala Lumpur,3.1154064,101.6589682,0.0
Dermatologi,hospital,hospital,general,Unknown,Unknown,3.172408,101.7000867,0.0
Lian Ann Chinese Medical Health Care,clinic,clinic,general,Unknown,Unknown,3.2116434,101.6702542,0.0
Klinik Rosh,clinic,clinic,general,Unknown,Unknown,3.211552,101.6697948,0.0
Materia Medica,pharmacy,pharmacy,general,Unknown,Unknown,3.2383216,101.4469494,0.0
Clinic Dr. Rosli,other,dentist,general,Unknown,Unknown,3.2326314,101.4145851,0.0
Poliklinik Shamsara,clinic,clinic,general,Unknown,Unknown,3.2326815,101.4145792,0.0
Welo Chiropractic,other,alternative,chiropractic,Unknown,Unknown,3.2093671,101.6691213,0.0
Mediklinik Rakyat,clinic,clinic,general,Unknown,Unknown,6.1113722,100.3509481,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,6.1118856,100.3512025,0.0
Farmasi Ariv,pharmacy,pharmacy,general,Unknown,Teluk Panglima Garang,2.9144829,101.4746822,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,1.4938909,103.8738133,0.0
Koo,other,doctor,general,Unknown,Unknown,3.1525657,101.6214496,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,3.1868479,101.6058146,0.0
TTDI Oral Facial Surgery and Orthodontic Specialist Centre,other,dentist,general,Unknown,Unknown,3.1525172,101.6213201,0.0
Klinik Wanita Ttdi,other,doctor,gynae,Unknown,Unknown,3.153076,101.6228773,0.0
Klinik Medic,clinic,clinic,general,Unknown,Unknown,3.0468349,101.7410014,0.0
Britannia Women & Children Specialist Clinic,clinic,clinic,general,Unknown,Unknown,3.0459554,101.74068,0.0
Klinik Maha & Rao,clinic,clinic,general,Unknown,Unknown,3.0454761,101.7404818,0.0
Pusat Rawatan TCM NG,clinic,clinic,general,Unknown,Unknown,3.046066,101.7403669,0.0
Multicare Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0473218,101.7397908,0.0
Klinik Bersatu (Bukit Tambun),clinic,clinic,general,Unknown,Unknown,5.2763541,100.4650637,0.0
Pusat Rawatan Syifa,clinic,clinic,general,Unknown,Unknown,5.5179065,100.4256077,0.0
Primary Care 4U,clinic,clinic,general,Unknown,Unknown,3.1438838,101.6958134,0.0
Klinik Komuniti Taman Impian Ehsan,clinic,clinic,general,Unknown,Unknown,3.0131635,101.7516298,0.0
Klinik Wan Zohdi Sdn Bhd,clinic,clinic,general,Unknown,Unknown,6.1140726,100.3632027,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,2.9932778,101.7602793,0.0
Kheng Dental Clinic,other,dentist,general,Unknown,Unknown,3.1453224,101.6967737,0.0
Klinik Pergigian Kheng,other,dentist,general,Unknown,Unknown,3.1454918,101.696728,0.0
Watsons,pharmacy,,general,Unknown,Unknown,1.5013556,103.7770533,0.0
AA Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1527945,101.6220998,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1530988,101.6229417,0.0
Pusat Dialisis Nur Kasih,clinic,clinic,general,Unknown,Unknown,3.2360027,101.4287357,0.0
Farmasi Ar Rahimi,pharmacy,pharmacy,general,Unknown,Unknown,3.2360615,101.4288804,0.0
GT Physio,other,physiotherapist,general,Unknown,Unknown,3.2358942,101.42851,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1778621,101.6858503,0.0
UMedi Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1869256,101.6559842,0.0
Klinik Pakar HBUK,clinic,clinic,general,Unknown,Unknown,4.6726634,101.1530442,0.0
Klinik Q,clinic,clinic,general,Unknown,Unknown,3.1544633,101.5922865,0.0
TRUEclinic,clinic,clinic,general,Unknown,Unknown,3.1540786,101.5933671,0.0
Fong & Goh,other,dentist,general,Unknown,Unknown,3.1450273,101.7110509,0.0
ALPRO Pharmacy Kluang,pharmacy,pharmacy,general,Unknown,Unknown,2.036533,103.3196658,0.0
Loving,pharmacy,pharmacy,general,Unknown,Unknown,2.0380204,103.3185451,0.0
Klinik Salam,clinic,clinic,general,Unknown,Unknown,2.0604884,102.5979864,0.0
Salcare Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,2.0602777,102.5971592,0.0
Klinik Pergigian Aida,other,dentist,general,Unknown,Kajang,2.9927185,101.7905191,0.0
Klinik Mega,other,doctor,general,Unknown,Kajang,2.9926215,101.7885118,0.0
Farmasi Lemed,pharmacy,pharmacy,general,Unknown,Kajang,2.9928046,101.788815,0.0
Klinik Pergigian Saleha Suhaimi,other,dentist,general,Unknown,Kajang,2.9929469,101.7885173,0.0
Poliklinik Zul & Rakan-rakan,other,doctor,general,Unknown,Kajang,2.9927814,101.788514,0.0
Klinik Pergigian Zahida,other,dentist,general,Unknown,Shah Alam,3.0908414,101.5090588,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Kajang,2.9920686,101.7908446,0.0
Cosway,pharmacy,pharmacy,general,Unknown,Kajang,2.991366,101.7941741,0.0
Klinik Achutha,clinic,,general,Unknown,Unknown,1.4795613,103.6647733,0.0
Famicare Medical Clinic,clinic,,general,Unknown,Unknown,1.4788427,103.6649188,0.0
U Dental Specialist,other,,general,Unknown,Unknown,1.4784975,103.6649866,0.0
Guoyi Tang,other,,general,Unknown,Unknown,1.4809288,103.664373,0.0
Klinik Lee & Surgeri,clinic,,general,Unknown,Unknown,1.4811654,103.6638755,0.0
i-Sihat,other,,general,Unknown,Unknown,1.4801431,103.6571156,0.0
Klinik Kenko,clinic,,general,Unknown,Unknown,1.4815723,103.6615332,0.0
Estee Clinic,clinic,,general,Unknown,Unknown,1.4824873,103.6601016,0.0
BIG Pharmacy,pharmacy,,general,Unknown,Johor Bahru,1.4804214,103.657099,0.0
Indah Specialist Eye Centre,clinic,,general,Unknown,Unknown,1.4806154,103.6571472,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1207945,101.5953469,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,2.9449379,101.8445241,0.0
Klinik Penawar,clinic,clinic,general,Unknown,Unknown,1.3504043,104.2219378,0.0
Klinik Mediviron Port Dickson myhghst,hospital,hospital,general,Unknown,Port Dickson,2.530447,101.8032107,0.0
Caring,pharmacy,,general,Unknown,Unknown,1.4405723,103.6183589,0.0
Farmasi Lautan,pharmacy,,general,Unknown,Unknown,6.1296657,102.2430197,0.0
Medishop Pharmacy,pharmacy,pharmacy,general,Unknown,Kajang,2.991628,101.7910119,0.0
Klinik Pergigian Chua & Wan,other,dentist,general,Unknown,Kajang,2.9916213,101.7921527,0.0
Sunlight Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,5.3383096,116.1563651,0.0
Pantai Hospital Laguna Merbok,hospital,,general,Unknown,Unknown,5.6830211,100.4949801,0.0
Hospital Pusrawi SMC,clinic,clinic,general,Unknown,Kajang,2.992228,101.791313,0.0
Klinik Eternal,clinic,clinic,general,Unknown,Unknown,3.0243675,101.7168649,0.0
Dextro Pharmacy Sdn. Bhd.,pharmacy,,general,Unknown,Unknown,6.1301881,102.2405106,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Kajang,2.9773645,101.7947956,0.0
Pakar Wanita & Kanak-Kanak Britannia,clinic,clinic,general,Unknown,Kajang,2.9773868,101.7953035,0.0
Poliklinik Sentosa,clinic,clinic,general,Unknown,Unknown,2.9891296,101.7908205,0.0
Klinik Doctor Kheng,clinic,clinic,general,Unknown,Kota Kinabalu,5.9617287,116.0892502,0.0
Klinik Mahkota,clinic,clinic,general,Unknown,Unknown,2.5166512,102.8108668,0.0
Katalina Medical Clinic,clinic,,general,Unknown,Kota Kinabalu,5.9493625,116.0597824,0.0
Platinum Dental Surgery,other,,general,Unknown,Kota Kinabalu,5.9762975,116.0702516,0.0
Pantai Dental Clinic & Surgery,other,,general,Unknown,Kota Kinabalu,5.9743885,116.0699125,0.0
Richard Wong Optometry Clinic,other,doctor,optometry,Unknown,Kota Kinabalu,5.9624411,116.0897411,0.0
